work_ID,work_species,work_author,trait_value_3.3.1,trait_value_3.3.2,trait_value_3.6.1,trait_value_3.6.2,trait_value_3.6.3,agreement_3.3.1,agreement_3.3.2,agreement_3.6.1,agreement_3.6.2,agreement_3.6.3,n_3.3.1,n_3.3.2,n_3.6.1,n_3.6.2,n_3.6.3,references_3.3.1,references_3.3.2,references_3.6.1,references_3.6.2,references_3.6.3
1516,Allium cepa,L.,autochorous,NA,biotic,insect,insect,1,NA,1,1,0.75,1,NA,2,2,2,10191,NA,"1,019,910,315","1,019,910,315","1,031,510,199"
1542,Allium lusitanicum,Lam.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
1546,Allium neapolitanum,Cirillo,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
1551,Allium oleraceum,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
1554,Allium paradoxum,(M.Bieb.) G.Don,anemochorous,anemochorous,biotic,insect,insect,1,1,1,1,1,1,1,2,2,1,10313,10313,"1,031,310,315","1,031,310,315",10315
1560,Allium praecox,Brandegee,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1561,Allium roseum,L.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
1562,Allium rotundum,L.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
1566,Allium schoenoprasum,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,1,NA,10313,NA,"1,031,310,315",10313,NA
1567,Allium scorodoprasum,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10313,NA,"1,031,310,315","1,031,310,315",NA
1580,Allium triquetrum,L.,unspecialized,NA,biotic,insect,insect,1,NA,1,1,1,2,NA,3,2,1,"1,024,710,328",NA,"102,471,031,510,328","1,024,710,328",10315
1583,Allium ursinum,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,1,NA,10313,NA,"1,031,310,315",10313,NA
1600,Allophyllum gilioides,(Benth.) A.D.Grant & V.E.Grant,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1644,Alnus alnobetula,(Ehrh.) K.Koch,anemochorous,anemochorous,abiotic,wind,NA,1,1,1,1,NA,4,2,1,1,NA,"10,192,102,421,025,500,000","1,024,210,313",10313,10313,NA
1648,Alnus glutinosa,(L.) Gaertn.,anemochorous,anemochorous,abiotic,wind,wind,1,0.75,1,1,1,2,3,3,2,1,"1,031,310,328","103,131,032,810,191","103,131,031,510,328","1,031,310,328",10315
1650,Alnus incana,(L.) Moench,anemochorous,anemochorous,abiotic,wind,wind,1,0.778,1,1,1,3,3,3,2,1,"101,921,024,710,255","102,471,031,310,191","102,471,031,310,315","1,024,710,313",10315
1654,Alnus rubra,Bong.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,255",NA,NA,NA,NA
1655,Alnus serrulata,(Aiton) Willd.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,255",NA,NA,NA,NA
1657,Alocasia brisbanensis,(F.M.Bailey) Domin,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
1685,Aloe vera,(L.) Burm.f.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
1687,Alopecurus aequalis,Sobol.,anemochorous,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,3,2,1,10242,NA,"103,131,031,510,328","1,031,310,328",10315
1690,Alopecurus geniculatus,L.,unspecialized,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,4,3,1,10247,NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
1693,Alopecurus myosuroides,Huds.,unspecialized,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,4,3,1,10247,NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
1695,Alopecurus rendlei,Eig,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
1712,Alphitonia zizyphoides,(Biehler) A.Gray,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
1750,Alpinia stachyodes,Hance,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1754,Alpinia zerumbet,(Pers.) B.L.Burtt & R.M.Sm.,unspecialized,anthropochorous,biotic,insect,NA,1,0.667,1,1,NA,1,2,1,1,NA,10247,"1,024,710,349",10247,10247,NA
1761,Alseuosmia macrophylla,A.Cunn.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
1790,Alstonia angustiloba,Miq.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1794,Alstonia costata,(G.Forst.) R.Br.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1805,Alstonia scholaris,(L.) R.Br.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1807,Alstonia spatulata,Blume,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1808,Alstonia spectabilis,R.Br.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1816,Alternanthera caracasana,Kunth,unspecialized,anthropochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
1835,Alternanthera philoxeroides,(Mart.) Griseb.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
1838,Alternanthera pungens,Kunth,zoochorous,epizoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10175,10175,NA,NA,NA
1843,Alternanthera sessilis,(L.) R.Br. ex DC.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10328,NA,NA,NA,NA
1852,Althaea officinalis,L.,autochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
1857,Alvaradoa amorphoides,Liebm.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,255",NA,NA,NA,NA
1866,Alysicarpus monilifer,(L.) DC.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1868,Alysicarpus vaginalis,(L.) DC.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
1890,Alyxia bracteolosa,Rich. ex A.Gray,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
1914,Alyxia sinensis,Champ. ex Benth.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1917,Alyxia stellata,(J.R.Forst. & G.Forst.) Roem. & Schult.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
1924,Amaranthus albus,L.,anemochorous,NA,abiotic,wind,NA,1,NA,1,0.75,NA,1,NA,1,2,NA,10255,NA,10199,"1,019,910,313",NA
1933,Amaranthus caudatus,L.,zoochorous,zoochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10191,10191,10199,10199,NA
1936,Amaranthus deflexus,L.,unspecialized,NA,abiotic,wind,NA,0.667,NA,1,0.75,NA,3,NA,1,2,NA,"1,024,710,328",NA,10247,"1,024,710,313",NA
1940,Amaranthus graecizans,L.,unspecialized,NA,abiotic,wind,NA,1,NA,1,0.75,NA,1,NA,1,2,NA,10328,NA,10199,"1,019,910,313",NA
1941,Amaranthus hybridus,L.,unspecialized,NA,abiotic,wind,NA,0.75,NA,1,1,NA,4,NA,2,2,NA,"102,471,025,510,328",NA,"1,019,910,247","1,019,910,247",NA
1947,Amaranthus palmeri,S.Watson,zoochorous,zoochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10191,10191,10199,10199,NA
1948,Amaranthus polygonoides,L.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
1951,Amaranthus retroflexus,L.,unspecialized,NA,abiotic,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,10328,NA,10199,NA,NA
1956,Amaranthus standleyanus,Parodi ex Covas,zoochorous,zoochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10191,10191,10199,10199,NA
1959,Amaranthus viridis,L.,unspecialized,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,1,1,1,10328,NA,10199,10199,10199
1962,Amaryllis belladonna,L.,unspecialized,anthropochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
1979,Ambrosia artemisiifolia,L.,unspecialized,anthropochorous,NA,NA,NA,1,0.75,NA,NA,NA,1,2,NA,NA,NA,10191,"1,019,110,313",NA,NA,NA
1988,Ambrosia hispida,Pursh,zoochorous,epizoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,272,272,NA,NA,NA
2000,Amelanchier canadensis,(L.) Medik.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2003,Amelanchier ovalis,Medik.,zoochorous,endozoochorous,biotic,insect,NA,1,0.667,1,1,NA,2,3,1,1,NA,"1,019,710,255","1,029,110,313",10313,10313,NA
2004,Amelanchier spicata,(Lam.) K.Koch,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
2024,Ammi huntii,H.C.Watson,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
2025,Ammi majus,L.,unspecialized,NA,biotic,insect,insect,1,NA,1,1,1,2,NA,3,2,1,"1,024,710,328",NA,"102,471,031,510,328","1,024,710,328",10315
2026,Ammi trifoliatum,(H.C.Watson) Trel.,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
2064,Ampelodesmos mauritanicus,(Poir.) T.Durand & Schinz,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2080,Amphilophium crucigerum,(L.) L.G.Lohmann,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,025,910,255",NA,NA,NA,NA
2084,Amphilophium paniculatum,(L.) Kunth,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,025,910,255",NA,NA,NA,NA
2090,Amphipogon caricinus,F.Muell.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2097,Amsinckia calycina,(Moris) Chater,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
2099,Amsinckia menziesii,(Lehm.) A.Nelson & J.F.Macbr.,unspecialized,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10315,10315,10315
2111,Amylotheca dictyophleba,(F.Muell.) Tiegh.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
2115,Amyris balsamifera,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
2118,Amyris elemifera,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
2134,Anacamptis coriophora,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",anemochorous,anemochorous,biotic,insect,insect,1,1,1,1,1,2,2,2,1,1,"1,019,110,313","1,019,110,313","1,031,310,315",10313,10315
2136,Anacamptis morio,"(L.) R.M.Bateman, Pridgeon & M.W.Chase",anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,2,2,2,1,NA,"1,019,110,313","1,019,110,313","1,031,310,315",10313,NA
2137,Anacamptis palustris,"(Jacq.) R.M.Bateman, Pridgeon & M.W.Chase",anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
2139,Anacamptis pyramidalis,(L.) Rich.,anemochorous,anemochorous,biotic,insect,butterfly,1,0.75,1,1,1,2,2,2,1,1,"1,025,510,313","1,031,310,191","1,031,310,315",10313,10315
2146,Anacolosa lutea,Gillespie,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
2164,Ananas comosus,(L.) Merr.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
2193,Anchusa arvensis,(L.) M.Bieb.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10313,NA,"1,031,310,315","1,031,310,315",NA
2194,Anchusa azurea,Mill.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
2198,Anchusa crispa,Viv.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
2202,Anchusa officinalis,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
2209,Ancistrocladus tectorius,(Lour.) Merr.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2212,Andira inermis,(W.Wright) DC.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
2233,Andropogon glomeratus,"(Walter) Britton, Sterns & Poggenb.",zoochorous,epizoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,272,272,NA,NA,NA
2248,Androsace elongata,L.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
2252,Androsace septentrionalis,L.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
2281,Anemone apennina,Boiss.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
2290,Anemone hortensis,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2307,Anethum graveolens,L.,unspecialized,anthropochorous,biotic,insect,bee,0.667,0.667,1,1,1,3,3,2,2,1,"1,019,110,349","1,019,110,349","1,019,910,247","1,019,910,247",10199
2319,Angelica lignescens,Reduron & Danton,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
2323,Angelica pachycarpa,Lange,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
2345,Angiopteris evecta,(G.Forst.) Hoffm.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
2364,Angophora costata,(Gaertn.) Britten,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10199,10199,NA
2427,Anisoptera costata,Korth.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
2433,Anisotome acutifolia,(Kirk) Cockayne ex Cheeseman,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
2434,Anisotome antipoda,Hook.f.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
2435,Anisotome aromatica,Hook.f.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
2442,Anisotome haastii,(F.Muell.) Cockayne & Laing,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
2443,Anisotome imbricata,(Hook.f.) Cockayne ex Cheeseman,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
2444,Anisotome latifolia,Hook.f.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
2462,Annona glabra,L.,zoochorous,hydrochorous,biotic,insect,beetle,0.667,1,1,1,1,3,1,1,1,1,"1,019,210,255",10599,10199,10199,10199
2478,Annona senegalensis,Pers.,zoochorous,endozoochorous,biotic,insect,beetle,1,1,1,1,1,1,1,1,1,1,10175,10175,10199,10199,10199
2479,Annona squamosa,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2506,Anredera cordifolia,(Ten.) Steenis,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,024,710,328",NA,10247,10247,NA
2509,Antennaria alpina,(L.) Gaertn.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
2516,Anthemis arvensis,L.,unspecialized,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,4,3,NA,"1,024,710,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
2519,Anthemis cotula,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,4,3,NA,"1,024,710,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
2529,Anthemis pseudocotula,Boiss.,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2530,Anthemis punctata,Vahl,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
2552,Anthriscus caucalis,M.Bieb.,unspecialized,NA,biotic,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,10328,NA,"1,031,310,315",NA,NA
2579,Anthyllis cytisoides,L.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,025,610,334","1,025,610,334",NA,NA,NA
2584,Anthyllis vulneraria,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,3,2,NA,"1,025,510,313",NA,"103,131,031,510,328","1,031,310,328",NA
2587,Anticharis senegalensis,(Walp.) Bhandari,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2597,Antidesma japonicum,Siebold & Zucc.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2610,Antigonon guatimalense,Meisn.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2700,Aphelandra scabra,(Vahl) Sm.,autochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10259,NA,NA,NA,NA
2705,Aphloia theiformis,(Vahl) Benn.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
2710,Apiastrum angustifolium,Nutt.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2716,Apium australe,Thouars,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
2728,Apocynum cannabinum,L.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2733,Apodytes dimidiata,E.Mey. ex Arn.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
2735,Aponogeton distachyos,L.f.,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
2747,Aporosa octandra,(Buch.-Ham. ex D.Don) Vickery,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2755,Aporostylis bifolia,(Hook.f.) Rupp & Hatch,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
2766,Appendicula reflexa,Blume,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
2785,Aquilegia vulgaris,L.,unspecialized,NA,biotic,insect,bee,0.667,NA,1,1,1,3,NA,3,3,1,"1,024,710,328",NA,"102,471,031,310,315","102,471,031,310,315",10315
2788,Arabidopsis lyrata,(L.) O'Kane & Al-Shehbaz,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
2789,Arabidopsis thaliana,(L.) Heynh.,anemochorous,NA,biotic,insect,insect,0.75,NA,1,1,1,4,NA,4,3,1,"102,471,031,310,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
2790,Arabis alpina,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10313,NA,10313,10313,NA
2796,Arabis planisiliqua,(Pers.) Rchb.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
2798,Arabis sagittata,(Bertol.) DC.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10313,10313,10313,10313,NA
2805,Arachis hypogaea,L.,unspecialized,anthropochorous,biotic,insect,insect,1,1,1,1,1,1,1,1,1,1,10349,10349,10199,10199,10199
2810,Arachniodes aristata,(G.Forst.) Tindale,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
2859,Aralia dasyphylla,Miq.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2866,Aralia spinosa,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
2868,Araucaria angustifolia,(Bertol.) Kuntze,zoochorous,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
2869,Araucaria araucana,(Molina) K.Koch,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2871,Araucaria bidwillii,Hook.,zoochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,1,1,1,1,1,10255,10328,10199,10199,10199
2874,Araucaria cunninghamii,Mudie,anemochorous,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
2875,Araucaria heterophylla,(Salisb.) Franco,anemochorous,anemochorous,abiotic,wind,wind,1,1,1,1,1,1,1,2,1,1,10328,10328,"1,019,910,328",10328,10199
2877,Araucaria hunsteinii,K.Schum.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2888,Araujia sericifera,Brot.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,2,2,2,2,NA,"1,024,710,328","1,024,710,328","1,019,910,247","1,019,910,247",NA
2889,Arbutus andrachne,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10291,NA,NA,NA,NA
2891,Arbutus menziesii,Pursh,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
2892,Arbutus unedo,L.,zoochorous,zoochorous,biotic,insect,NA,1,0.7,1,1,NA,2,5,1,1,NA,"1,019,710,255","10,256,101,911,033,400,000",10328,10328,NA
2894,Arceuthobium azoricum,Wiens & Hawksw.,zoochorous,epizoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
2907,Archidendron clypearia,(Jack) I.C.Nielsen,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2909,Archidendron ellipticum,(Blume) I.C.Nielsen,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2914,Archidendron microcarpum,(Benth.) I.C.Nielsen,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2930,Archontophoenix alexandrae,(F.Muell.) H.Wendl. & Drude,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,710,255",NA,NA,NA,NA
2931,Archontophoenix cunninghamiana,(H.Wendl.) H.Wendl. & Drude,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2935,Arctagrostis latifolia,(R.Br.) Griseb.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10242,10242,NA,NA,NA
2939,Arctium lappa,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,3,2,NA,10255,NA,"103,131,031,510,328","1,031,310,328",NA
2948,Arctostaphylos uva-ursi,(L.) Spreng.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,2,NA,2,1,1,"1,019,710,255",NA,"1,031,310,315",10313,10315
2966,Ardisia compressa,Kunth,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2970,Ardisia crenata,Sims,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
2978,Ardisia escallonioides,Schltdl. & Cham.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,259",NA,NA,NA,NA
2989,Ardisia lindleyana,D.Dietr.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
3008,Ardisia quinquegona,Blume,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
