latin,myc
Cassia_mimosoides,AM
Castilleja_miniata,NM
Casuarina_glauca,EM
Celtis_sinensis,AM
Centaurium_littorale,AM
Cephalanthera_austiniae,ORC
Cerastium_glomeratum,AM
Cerastium_purpurascens,AM
Ceratophyllum_demersum,NM
Cercocarpus_ledifolius,AM
Ceriops_decandra,NM
Chaerophyllum_temulum,AM
chamomilla_chamomilla,AM
Chenopodium_glaucum,AM
Chrysanthemum_indicum,AM
Chrysocephalum_apiculatum,AM
Citrullus_colocynthis,AM
Cleistanthus_sumatranus,AM
Cleome_gynandra,AM
Coccinia_grandis,AM
Cochlearia_anglica,NM
Cochlearia_officinalis,AM
Colobanthus_kerguelensis,AM
Colpodium_ponticum,AM
Colpodium_variegatum,AM
Colpodium_versicolor,AM
Commelina_,AM
Commelina_diffusa,AM
Comptonia_peregrina,AM
Corispermum_lehmannianum,NM
Cornus_florida,AM
Corymbia_maculata,AM
Corymbia_torelliana,AM
Cosmos_bipinnatus,AM
Crassula_moschata,NM
Crataegus_maximowiczii,AM
Crossandra_infundibuliformis,AM
Cryptogramma_crispa,AM
Cymbopogon_caesius,AM
Cymbopogon_citratus,AM
Cynanchum_acutum,AM
Cyperus_,AM
Cyperus_capitatus,AM
Cyperus_difformis,AM
Cyperus_halpan,AM
Cyperus_laevigatus,AM
Cyperus_microiria,NM
Cyperus_nutans_var._eleusinoides,NM
Cyperus_paniceus,AM
Cyperus_squarrosus,AM
Cyperus_strigosus,AM
Cyrtomium_falcatum,AM
Dalbergia_assamica,EM
Deutzia_discolor,AM
Digitaria_ischaemum,AM
Dioscorea_communis,AM
Diospyros,AM
Diospyros_,AM
Diospyros_eriantha,AM
Diospyros_kaki,AM
Dipsacus_fullonum,AM
Dolichorrhiza_renifolia,AM
Dryas_caucasica,AM
Durio_zibethinus,NM
Eleocharis_dulcis,AM
Eleocharis_palustris_,NM
Eleocharis_quinqueflora,NM
Embothrium_coccineum,NM
Epacris_microphylla,AM
Epilobium_alsinifolium,AM
Equisetum_scirpoides,NM
Equisetum_variegatum,AM
Erica_arborea,EM
Eriophorum_vaginatum_,AM
Erysimum_cheiranthoides,AM
Erythrophleum_succirubrum,EM
Eucalyptus_bicolor,AM
Eucalyptus_cinerea,EM
Eucalyptus_dealbata,AM
Eucalyptus_gunnii,EM
Eucalyptus_macarthurii,EM
Eucalyptus_ovata,AM
Eucalyptus_pauciflora,EM
Eucalyptus_pilularis,EM
Eucalyptus_radiata,EM
Eucalyptus_saligna,AM
Eucalyptus_tereticornis,AM
Eucalyptus_urnigera,EM
Euclidium_syriacum,NM
Euonymus_alatus,AM
Euphrasia_stricta,NM
Fagopyrum_esculentum,NM
Festuca_altissima,AM
Ficus_cyrtophylla,AM
Fimbristylis_cymosa,NM
Fumaria_officinalis,NM
Gagea_bulbifera,AM
Gagea_lutea_,AM
Galega_orientalis,NM
Galeopsis_tetrahit,NM
Galium_palustre,NM
Gastrolychnis_longicarpophora,NM
Gentiana_algida,AM
Gentiana_aquatica,AM
Gentiana_pneumonanthe,AM
Geranium_lucidum,AM
Gisekia_pharnaceoides,AM
Glyceria_fluitans,NM
Goldbachia_laevigata,NM
Gomphrena_pulchella,AM
Gomphrena_serrata,AM
Gypsophila_cephalotes,AM
Helenium_aromaticum,AM
Helianthemum,AM
Helianthemum_oelandicum_subincanum,AM
Helichrysum_leucopsideum,AM
Heliconia_psittacorum,AM
Hibiscus_mutabilis,AM
Hieracium_laevigatum,AM
Hierochloe_pauciflora,AM
Hottonia_palustris,AM
Hyalosperma_cotula,AM
Hygrophila_auriculata,AM
Hylotelephium_sukaczevii,AM
Hypericum_monogynum,AM
Hypericum_scabrum,AM
Hypodaphnis_zenkeri,AM
Impatiens_glandulifera,AM
Jacaratia_spinosa,AM
Jodina_rhombifolia,AM
Juncus_acutiflorus,NM
Juncus_balticus,AM
Juncus_planifolius,AM
Juncus_squarrosus,AM
Juncus_tenuis,AM
Juniperus_rigida,AM
Juniperus_sabina_var._davurica,EM
Kalmia_latifolia,AM
Kobresia_simpliciuscula,NM
Koeleria_pyramidata,AM
Lactuca_alpina,NM
Lagerstroemia_indica,AM
Lathyrus_maritimus,NM
Leontice_incerta,AM
Lepidium_draba,NM
Lepisanthes_tetraphylla,NM
Leptinella_plumosa,NM
Leptolaena_pauciflora,AM
Linaria_odora,AM
Linum_usitatissimum_,AM
Lithospermum_officinale,AM
Lonicera_alpigena,AM
Lonicera_caerulea_subpallasii,NM
Lophatherum_gracile,AM
Ludwigia_hyssopifolia,NM
Luzula_arcuata,AM
Luzula_luzuloides,NM
Luzula_multiflora_subfrigida,NM
Luzula_picta,NM
Lysimachia_nemorum_,AM
Malus_baccata,AM
Marsilea_minuta,NM
Matthiola_incana,AM
Medicago_marina,AM
Melaleuca_uncinata,EM
Melampyrum_sylvaticum,AM
Melittis_melissophyllum,AM
Mentha_spicata,AM
Millotia_muelleri,AM
Minuartia_biflora,NM
Minuartia_rubella,AM
Moehringia_lateriflora,NM
Monochoria_hastata,AM
Murraya_koenigii,AM
Myosotis_ramosissima,NM
Myosotis_sparsiflora,NM
Myrica_pensylvanica,AM
Myriophyllum_aquaticum,NM
Najas_graminea,AM
Nandina_domestica,AM
Narcissus_poeticus,AM
Narthecium_ossifragum,NM
Neotinea_maculata,AM
Nothofagus_balansae,AM
Nymphaea_alba,AM
Oenanthe_javanica,NM
Orthocarpus_luteus,NM
Osyris_alba,AM
Oxytropis_albana,AM
Pancratium_maritimum,AM
Papaver_lapponicum,NM
Pedicularis_lanata,NM
Pedicularis_lapponica,AM
Pedicularis_palustris,AM
Pedicularis_sudetica,AM
Pentanema_indicum,AM
Pericopsis_angolensis,AM
Persicaria_capitata,AM
Persicaria_pulchra,NM
Phlegmariurus_saururus,AM
Photinia_glabra,AM
Physalis_minima,AM
Pilea_pumila,AM
Pimelea_linifolia,AM
Pistacia_chinensis,AM
Pittosporum_tobira,AM
Platycarya_strobilacea,EM
Platycyamus_regnellii,AM
Platylobium_obtusangulum,AM
Platypodium_elegans,AM
Poa_flexuosa,AM
Poa_sibirica,AM
Podolepis_rugata,AM
Podosperma_angustifolium,EM
Polypogon_monspeliensis,AM
Polystichum_luctuosum,AM
Populus_angustifolia,EM
Populus_canescens,EM
Populus_grandidentata,EM
Populus_x_canadensis,EM
Porteresia_coarctata,AM
Potentilla_diversifolia,AM
Prunus_domestica,AM
Prunus_erythrocarpa,NM
Prunus_maackii,AM
Prunus_sellowii,AM
Prunus_virginiana,AM
Pterospermum_acerifolium,NM
Pulmonaria_mollis,AM
Pulsatilla_violacea,AM
Pultenaea_daphnoides,AM
Pycreus_flavidus,AM
Pycreus_polystachyos,AM
Pyrrosia_lingua,AM
Quercus_acutissima,EM
Quercus_fabrei,EM
Quercus_myrsinifolia,AM
Ranunculus_lingua,AM
Rhamnella_franguloides,NM
Rhodanthe_citrina,EM
Rhynchospora_alba,NM
Rorippa_indica,AM
Rumex_alpestris,NM
Rumex_dentatus,AM
Rumex_obtusifolius,AM
Salix_bebbiana,EM
Salix_caspica,EM
Salix_myrsinifolia,EM
Salix_triandra,EM
Sanguisorba_minor_subbalearica,AM
Saxifraga_granulata,AM
Saxifraga_hieraciifolia,AM
Saxifraga_nivalis,AM
Saxifraga_punctata,AM
Saxifraga_stellaris,NM
Scheuchzeria_palustris,AM
Schisandra_chinensis,AM
Schismus_barbatus,NM
Schoenoplectiella_juncoides,NM
Scleranthus_annuus,NM
Sedum_album,AM
Sedum_roseum,AM
Selaginella_,NM
Selaginella_tamariscina,NM
Sempervivum_tectorum,AM
Senecio_glaucus_subcoronopifolius,AM
Senecio_leucanthemifolius_subcaucasicus,NM
Sesbania_grandiflora,AM
Silene_latifolia,NM
Sinapis_alba,NM
Sisymbrium_officinale,NM
Sisymbrium_orientale,NM
Smilax_aspera,AM
Smilax_corbularia,AM
Sorbus_alnifolia,AM
Sparganium_emersum,AM
Sparganium_eurycarpum,AM
Spartina_alterniflora,NM
Sphaeranthus_indicus,AM
Spiranthes_sinensis,ORC
Spirodela_polyrhiza,AM
Stellaria_aquatica,NM
Stirlingia_latifolia,NM
Swertia_perennis,AM
Syagrus_romanzoffiana,AM
Symphytum_tuberosum,NM
Tamarix_ramosissima,AM
Tetragonia_tetragonioides,NM
Thlaspi_arvense,AM
Tradescantia_ohiensis,AM
Tradescantia_virginiana,AM
Trevesia_palmata,AM
Trianthema_portulacastrum,AM
Tribulus_cistoides,AM
Trichodesma_indicum,AM
Trichophorum_alpinum,NM
Trifolium_alpestre,AM
Tristaniopsis_calobuxus,EM
Ulmus_parvifolia,AM
Uncinia_uncinata,NM
Vaccinium_scoparium,EM
Vachellia_flava,AM
Veronica_agrestis,AM
Viola_kitaibeliana,AM
Waitzia_suaveolens,AM
Wrightia_tinctoria,AM
Zantedeschia_aethiopica,AM
Zizania_latifolia,AM
Zygophyllum_fabago,NM
Acacia_confusa,AM
Acacia_implexa,AM
Acalypha_wilkesiana,AM
Acer_tegmentosum,AM
Acmella_calva,AM
Aconitum_napellus,AM
Actinidia_polygama,AM
Aidia_canthioides,AM
Aira_praecox,AM
Alhagi_camelorum,AM
Allocasuarina_campestris,AM
Allosyncarpia_ternata,EM
Alnus_alnobetula_subcrispa,AM
Alnus_trabeculosa,AM
Alyssum_montanum,AM
Amelanchier_canadensis,AM
Ammodendron_conollyi,AM
Androsace_filiformis,AM
Angianthus_acrohyalinus,AM
Angianthus_cunninghamii,AM
Angianthus_glabratus,AM
Angianthus_preissianus,AM
Anisoptera_costata,AM
Apodytes_dimidiata,AM
Aporosa_yunnanensis,AM
Arctagrostis_latifolia,AM
Ardisia_cymosa,AM
Ardisia_quinquegona,AM
Aristida,AM
Aristida_setacea,AM
Aristolochia_bracteolata,AM
Artocarpus_styracifolius,AM
Aspidosperma_quebracho-blanco,AM
Asplenium_praemorsum,AM
Asplenium_prolongatum,AM
Asplenium_sarelii,AM
Asteropeia_micraster,AM
Astragalus_kentrophyta,AM
Astroloma_humifusum,AM
Atriplex_dimorphostegia,AM
Atriplex_madariagae,AM
Atriplex_nuttallii,AM
Atriplex_prostrata_subsp._calotheca,AM
Aurinia_petraea,AM
Backhousia_hughesii_,AM
Baikiaea_insignis,AM
Ballota_nigra,AM
Bauhinia_rufa,AM
Begonia,AM
Berberis_amurensis,AM
Betula_costata,AM
Betula_microphylla,AM
Betula_pumila,AM
Blechnum_occidentale,AM
Blennospora_drummondii,AM
Blutaparon_vermiculare,AM
Boerhavia_coccinea,AM
Borago_officinalis,AM
Brachiaria_eruciformis,AM
Brachychiton_megaphyllus,AM
Brachyloma_daphnoides,AM
Bromus_psammophilus,AM
Bromus_rubens,AM
Bromus_sewerzowii,AM
Bryophyllum_pinnatum,AM
Buchanania_obovata,AM
Buddleja_davidii,AM
Bulbostylis_capillaris,AM
Bulnesia_retama,AM
Calamistrum_globuliferum,AM
Calammophila_baltica,AM
Campomanesia_adamantium,AM
Camptosorus_sibiricus,AM
Cardamine_trifolia,AM
Carex_colchica,AM
Carex_disticha,AM
Carex_kobomugi,AM
Carex_loliacea,AM
Carex_melanostachya,AM
Carex_mertensii,AM
Carex_remota,AM
Carex_supina,AM
Carex_wahuensis,AM
Carpinus_cordata,AM
Carpinus_viminea,AM
Carrichtera_annua,AM
Carya_pallida,AM
Castanopsis_carlesii,AM
Castilleja_pilosa_var._longispica,AM
Castilleja_pulchella,AM
Casuarina_cristata,EM
Casuarina_obesa,AM
Cavendishia_capitulata,AM
Cayratia_trifolia,AM
Celtis_occidentalis,AM
Ceratopetalum_apetalum,AM
Chaerophyllum_villosum,AM
Chaetocarpus_castanocarpus,AM
Chlorophytum_borivilianum,AM
Chorispora_tenella,AM
Cibotium_barometz,AM
Cinnamomum_verum,AM
Cionura_erecta,AM
Claytonia_sibirica,AM
Cleistogenes_squarrosa,AM
Clusia_minor,AM
Clypeola_jonthlaspi,AM
Coccoloba_diversifolia,AM
Coldenia_procumbens,AM
Colocasia,AM
Colysis_elliptica,AM
Commelina,AM
Coprosma_foetidissima,AM
Corymbia_bleeseri,AM
Corymbia_polycarpa,AM
Crepis_tectorum,AM
Cressa_cretica,AM
Cryptandra_tomentosa,AM
Cryptocarya_chinensis,AM
Cunonia_capensis,AM
Curcuma_decipiens,AM
Curtisia_dentata,AM
Cymbidium_goeringii,AM
Cymbopogon,AM
Cyperus_cyperoides,AM
Cyperus_entrerianus,AM
Cyperus_glomeratus,AM
Cyperus_hamulosus,AM
Daviesia_corymbosa,AM
Debregeasia_edulis,AM
Descurainia_pinnata,AM
Dieffenbachia_amoena,AM
Diervilla_lonicera,AM
Dieteria_bigelovii_var._bigelovii,AM
Digera_muricata,AM
Dillwynia_retorta,AM
Diplotaxis_muralis_,AM
Dipterygium_glaucum,AM
Drosera_indica,AM
Drosera_intermedia,AM
Duranta_erecta,AM
Durio_griffithii,AM
Echinops_spinosissimus,AM
Ehretia_microphylla,AM
Elaeocarpus_serratus,AM
Elaeocarpus_sylvestris,AM
Elaphoglossum_castaneum,AM
Eleocharis_ovata,AM
Eleusine_,AM
Eleutherococcus_senticosus,AM
Eleutherococcus_sessiliflorus,AM
Elymus_pungens,AM
Elymus_pycnanthus,AM
Epipremnum_aureum,AM
Eragrostis_minor,AM
Eremobium_aegyptiacum,AM
Eriophorum_callitrix,AM
Erysimum_asperum,AM
Erythronium_grandiflorum,AM
Eschscholzia_californica,AM
Eschweilera_truncata,AM
Eucalyptus_amygdalina,AM
Eucalyptus_argophloia,AM
Eucalyptus_botryoides,AM
Eucalyptus_coccifera,AM
Eucalyptus_diversicolor,EM
Eucalyptus_dunnii,AM
Eucalyptus_glaucescens,AM
Eucalyptus_globulus_subbicostata,EM
Eucalyptus_globulus_submaidenii,AM
Eucalyptus_leptophleba,AM
Eucalyptus_leucoxylon,AM
Eucalyptus_longifolia,AM
Eucalyptus_loxophleba,AM
Eucalyptus_occidentalis,AM
Eucalyptus_paniculata,AM
Eucalyptus_parramattensis,AM
Eucalyptus_parvula,AM
Eucalyptus_perriniana,AM
Eucalyptus_phoenicia,AM
Eucalyptus_resinifera,AM
Eucalyptus_rudis,AM
Eucalyptus_smithii,AM
Eucalyptus_stellulata,EM
Eucalyptus_todtiana,AM
Eutrema_edwardsii,AM
Eutrema_japonicum,AM
Fallopia_convolvulus,AM
Faurea_macnaughtonii,AM
Festuca_baffinensis,AM
Festuca_contracta,AM
Festuca_pratensis_,AM
Ficinia_nodosa,AM
Ficus_virens,AM
Fimbristylis_ferruginea,AM
Frangula_crenata,AM
Fraxinus_chinensis_subrhynchophylla,AM
Fuirena_ciliaris,AM
Gagea_tenera,AM
Gaillardia_aristata,AM
Galium_spurium,AM
Galium_tenuissimum,AM
Garcinia_cowa,AM
Garcinia_indica,AM
Garcinia_oblongifolia,AM
Gastrodia_elata,AM
Gentiana_nivalis,AM
Geranium_sanguineum,AM
Geranium_silvaticum,AM
Gevuina_avellana,EM
Girardinia_diversifolia,AM
Glochidion_ellipticum,AM
Glochidion_wrightii,AM
Glycosmis_puberula_var._subsessilis,AM
Gnephosis_tenuissima,AM
Gnetum_gnemon,AM
Goodenia_geniculata,AM
Grevillea_aquifolium,AM
Grewia_tiliifolia,AM
Gypsophila_repens,AM
Haemodorum_coccineum,AM
Hakea_sericea,AM
Hamamelis_virginiana,AM
Helianthemum_apenninum,AM
Helianthemum_ovatum,AM
Helichrysum_baxteri,AM
Helichrysum_italicum,AM
Heliophila_africana,AM
Heliotropium_crispum,AM
Helwingia_japonica,AM
Hemarthria_compressa,AM
Hesperis_bicuspidata,AM
Hibiscus_surattensis,AM
Hippuris_vulgaris,AM
Hornungia_alpina,AM
Hovenia_acerba,AM
Hydrangea_paniculata,AM
Hymenophyllum_peltatum,AM
Hymenophyllum_tunbrigense,EM
Hypserpa_nitida,AM
Ilex_micrococca,AM
Ipomoea_,AM
Ipomoea_eriocarpa,AM
Isoetes_japonica,AM
Isoetopsis_graminifolia,AM
Ixora_chinensis,AM
Ixora_coccinea,AM
Jansenella_griffithiana,AM
Jatropha_glandulifera,AM
Juncus_inflexus,AM
Juniperus_phoenicea,AM
Kalopanax_septemlobus,AM
Kerria_japonica,AM
Kochia_odontoptera,AM
Kunzea_ericoides,AM
Kyllinga_nemoralis,AM
Larrea_cuneifolia,AM
Lasiopetalum_behrii,AM
Lathyrus_niger,AM
Lepidium_apetalum,AM
Lepidium_bonariense,AM
Lepidium_sativum,AM
Lepisorus_thunbergianus,AM
Lepisorus_ussuriensis,AM
Leptorhynchos_waitzia,AM
Leucochrysum_stipitatum,AM
Lewisia_pygmaea,AM
Lilium_philadelphicum,AM
Limonium_vulgare,AM
Linaria_loeselii,AM
Lindsaea_orbiculata,AM
Linum_perenne,AM
Liparis_latifolia,AM
Lithocarpus_dealbatus_subleucostachyus,AM
Lonchocarpus_nitidus,AM
Lonicera_etrusca,AM
Lonicera_maximowiczii,AM
Lonicera_nigra,AM
Lonicera_xylosteum_,AM
Luma_apiculata,AM
Lupinus_argenteus,AM
Lupinus_polyphyllus,AM
Luzula_crinita,AM
Lycopodium_magellanicum,AM
Lycopodium_selago,AM
Lyonia_ovalifolia,AM
Lysimachia_nemorum,AM
Lythrum_virgatum,AM
Macaranga_lowii,AM
Machaerina_deplanchei,AM
Maianthemum_stellatum,AM
Malva_sylvestris,AM
Malvastrum_coromandelianum,AM
Maresia_nana,AM
Melaleuca_leucadendra,AM
Melaleuca_quinquenervia,AM
Mentha_piperita,AM
Mimulus_guttatus,AM
Miscanthus_sacchariflorus,AM
Mitracarpus_hirtus,AM
Mussaenda_frondosa,AM
Myosotis_arvensis,AM
Myriophyllum_propinquum,AM
Myrsine_seguinii,AM
Neottia_acuminata,AM
Niphidium_crassifolium,AM
Nypa_fruticans,AM
Ocotea_bullata,AM
Oenothera_nuttallii,AM
Oldenlandia_herbacea,AM
Onobrychis_biebersteinii,AM
Onopordum_acanthium,AM
Ophiopogon_japonicus,AM
Oplismenus_compositus,AM
Opuntia_articulata,AM
Orixa_japonica,AM
Ostrya_rehderiana,EM
Oxytropis_sordida,AM
Pachystachys_coccinea,AM
Pandanus_tectorius,AM
Parietaria_judaica,AM
Parrya_nudicaulis,AM
Paspalidium_geminatum,AM
Pavetta_hongkongensis,AM
Pedicularis_sylvatica,AM
Pennisetum_villosum,AM
Peperomia_hernandiifolia,AM
Peperomia_hirta,AM
Peperomia_hylophila,AM
Peperomia_pellucida,AM
Peperomia_peltilimba,AM
Peperomia_serpens,AM
Periploca_graeca,AM
Persicaria_chinensis,AM
Persicaria_hydropiperoides,AM
Petasites_frigidus,AM
Petroselinum_crispum,AM
Phegopteris_polypodioides,AM
Philadelphus_tenuifolius,AM
Philydrum_lanuginosum,AM
Phleum_arenarium,AM
Phragmites_karka,AM
Physocarpus_monogynus,AM
Physocarpus_ribesifolius,AM
Pieris_japonica,AM
Pimpinella_major,AM
Pinus_sabiniana,AM
Piper,AM
Piper_,AM
Pisonia_umbellifera,AM
Plantago_indica,AM
Platanus_occidentalis,AM
Platylophus_trifoliatus,AM
Pleuropogon_sabinei,AM
Poa_arctica_,AM
Poa_sieberiana,AM
Podolepis_canescens,AM
Podolepis_gracilis,AM
Podolepis_jaceoides,AM
Podolepis_muelleri,AM
Podolepis_tepperi,AM
Pogonatherum_crinitum,AM
Polygonum_patulum,AM
Polygonum_plebeium,AM
Polypogon_fugax,AM
Polystichum_braunii,AM
Portulaca,AM
Potentilla_hyparctica,AM
Primula_elatior_subpallasii,AM
Pringlea_antiscorbutica,AM
Prinsepia_sinensis,AM
Prunus_serrulata,AM
Psilotum,AM
Psychotria_serpens,AM
Pterocarya_stenoptera,AM
Puccinellia_phryganodes,AM
Pyrrosia_hastata,AM
Pyrrosia_porosa,AM
Quercus_gambelii,AM
Quercus_phillyreoides,AM
Ranunculus_sulphureus,AM
Rhamnus_davurica,AM
Rhododendron_maximum,EM
Rhododendron_mucronulatum,EM
Rhododendron_obtusum,AM
Rhynchosia_minima,AM
Ribes_petraeum,AM
Rosa_davurica,AM
Rosmarinus_officinalis,AM
Rostkovia_magellanica,AM
Rubus_deliciosus,AM
Ruellia_patula,AM
Ruellia_prostrata,AM
Rumex_japonicus,AM
Rumex_longifolius,AM
Rutidosis_leptorhynchoides,AM
Saccharum_ravennae,AM
Sagina_apetala,AM
Sagittaria_sagittifolia,AM
Salix_blakii,AM
Salix_gracilistyla,AM
Salix_hastata,AM
Salix_lanata,AM
Salix_sericea,AM
Sansevieria_trifasciata,AM
Sarcolaena_multiflora,AM
Saxifraga_pseudolaevis,AM
Saxifraga_rhomboidea,AM
Schizocodon_soldanelloides,AM
Schoenus_ferrugineus,AM
Schoenus_nigricans,AM
Scirpus,AM
Scolochloa_festucacea,AM
Sedum_dasyphyllum,AM
Sedum_lanceolatum,AM
Sedum_rosea,AM
Sedum_rupestre,AM
Senecio_fremontii,AM
Senecio_praecox,AM
Senecio_squalidus_,AM
Senegalia_rugata,AM
Senna_italica,AM
Serissa_japonica,AM
Silene_borysthenica,AM
Silene_discolor,AM
Silene_longicalycina,AM
Silene_otites,AM
Sisymbrium_strictissimum,AM
Sisyrinchium,AM
Spartina_anglica,AM
Spergularia_media,AM
Sphyrospermum_cordifolium,AM
Spiraea_salicifolia,AM
Spiranthes_romanzoffiana,NM
Stellaria_humifusa,AM
Stellaria_pallida,AM
Stellaria_uliginosa,AM
Stipa_rudis,AM
Streptanthus_glandulosus,AM
Streptopus_amplexifolius,AM
Striga_asiatica,AM
Strobilanthes_asperrimus,AM
Styphelia_tameiameiae,AM
Styrax_japonicus,AM
Symphoricarpos_albus_var._laevigatus,AM
Syncarpia_glomulifera,AM
Syringa_villosa_subwolfii,AM
Syzygium_antisepticum,AM
Tabernaemontana_divaricata,AM
Tamarix_aphylla,AM
Tephroseris_integrifolia_subprimulifolia,AM
Tephrosia_,AM
Terminalia_carpentariae,AM
Thesium_alpinum,AM
Thuarea_involuta,AM
Thymbra_capitata,AM
Thymelaea_hirsuta,AM
Tribulus_pentandrus,AM
Trifolium_parryi,AM
Trigonella_cephalotes,AM
Triplaris_weigeltiana,AM
Turaniphytum_eranthemum,AM
Typha_orientalis,AM
Uapaca_bojeri,AM
Uapaca_heudelotii,AM
Uapaca_littoralis,AM
Ulmus_laciniata,AM
Ulmus_laevis,AM
Uncinia_rupestris,AM
Utricularia_uliginosa,AM
Vaccinium_calycinum,AM
Vaccinium_dentatum,AM
Vaccinium_reticulatum,AM
Viburnum_sargentii,AM
Virgilia_oroboides,AM
Virola_surinamensis,AM
Vouacapoua_pallidior,AM
Vriesea_ensiformis,AM
Waitzia_acuminata,AM
Waitzia_nitida,AM
Weigela_japonica,AM
Wisteria_sinensis,AM
Woodfordia_fruticosa,AM
Woodsia_alpina,AM
Woodsia_ilvensis,AM
Ximenia_americana,AM
Ziziphora_puschkinii,AM
Aa_achalensis,ORC
Abarema_jupunba,AM
Abelmoschus_esculentus,AM
Abelmoschus_manihot,AM
Abies_,EM
Abies_alba,EM
Abies_amabilis,EM
Abies_balsamea,EM
Abies_balsamea_var._phanerolepis,EM
Abies_cephalonica,EM
Abies_cilicica,EM
Abies_concolor,EM
Abies_fargesii,EM
Abies_fargesii_var._faxoniana,EM
Abies_fraseri,EM
Abies_grandis,EM
Abies_holophylla,EM
Abies_homolepis,EM
Abies_kawakamii,EM
Abies_koreana,EM
Abies_lasiocarpa,EM
Abies_lasiocarpa_var._arizonica,EM
Abies_magnifica,EM
Abies_magnifica_var._shastensis,EM
Abies_nephrolepis,EM
Abies_nordmanniana,EM
Abies_numidica,EM
Abies_pindrow,EM
Abies_pindrow_var._brevifolia,EM
Abies_pinsapo,EM
Abies_procera,EM
Abies_sachalinensis,EM
Abies_sachalinensis_var._mayriana,EM
Abies_sachalinensis_var._nemorensis,EM
Abies_sibirica,EM
Abies_veitchii,EM
Abronia_maritima,AM
Abronia_umbellata,AM
Abrus_precatorius,AM
Abutilon,AM
Abutilon_californicum,AM
Abutilon_grandifolium,AM
Abutilon_hybridum,AM
Abutilon_indicum_subalbescens,AM
Abutilon_otocarpum,AM
Abutilon_pannosum,AM
Abutilon_theophrasti,AM
Acacia_alata,AM
Acacia_alleniana,AM
Acacia_ampliceps,AM
Acacia_ancistrocarpa,AM
Acacia_aulacocarpa,AM
Acacia_auriculijormis,AM
Acacia_bivenosa,AM
Acacia_calligera,AM
Acacia_chisholmii,AM
Acacia_cincinnata,AM
Acacia_cochliacantha,AM
Acacia_concurrens,AM
Acacia_coriacea,AM
Acacia_cowleana,AM
Acacia_crassicarpa,AM
Acacia_cyclops,AM
Acacia_difficilis,AM
Acacia_dimidiata,AM
Acacia_dunnii,AM
Acacia_extensa,AM
Acacia_floribunda,AM
Acacia_gonocarpa,AM
Acacia_hemignosta,AM
Acacia_hilliana,AM
Acacia_hippuroides,AM
Acacia_inaequilatera,AM
Acacia_jamesiana,AM
Acacia_koa,AM
Acacia_lasiocarpa,AM
Acacia_latescens,AM
Acacia_leptocarpa,AM
Acacia_ligulata,AM
Acacia_linifolia,AM
Acacia_lysiphloia,AM
Acacia_mearnsii,AM
Acacia_mimula,AM
Acacia_minutifolia,AM
Acacia_mitchellii,EM
Acacia_monticola,AM
Acacia_mountfordiae,AM
Acacia_obtusifolia,AM
Acacia_oncinocarpa,AM
Acacia_pellita,AM
Acacia_pravissima,EM
Acacia_pulchella,AM
Acacia_pyrifolia,AM
Acacia_retinodes,EM
Acacia_retivenea,AM
Acacia_rhodoxylon,AM
Acacia_richii,AM
Acacia_rigens,AM
Acacia_rothii,AM
Acacia_rubida,EM
Acacia_saligna,AM
Acacia_simsii,AM
Acacia_sophorae,EM
Acacia_sparsiflora,EM
Acacia_spathulifolia,AM
Acacia_spinescens,AM
Acacia_spirorbis,EM
Acacia_stenophylla,AM
Acacia_stricta,AM
Acacia_suaveolens,AM
Acacia_torulosa,AM
Acacia_trachycarpa,AM
Acacia_translucens,AM
Acacia_tropica,AM
Acacia_tumida,AM
Acacia_ulicifolia,AM
Acacia_urophylla,AM
Acacia_verniciflua,AM
Acacia_verticillata,EM
Acacia_yirrkallensis,AM
Acaena_alpina_,AM
Acaena_glabra,AM
Acaena_minor,AM
Acaena_myriophylla,AM
Acaena_novae-zelandiae,AM
Acaena_ovalifolia,AM
Acaena_ovina,AM
Acaena_pinnatifida,AM
Acaena_tenera,NM
Acalypha_australis,AM
Acalypha_communis,AM
Acalypha_indica,AM
Acalypha_kerrii,AM
Acalypha_lanceolata,AM
Acalypha_ostryifolia,AM
Acalypha_virginica_var._rhomboidea,AM
Acanthaceae,AM
Acanthocalycium_spiniflorum,AM
Acanthocarpus_preissii,AM
Acanthophyllum_elatius,NM
Acanthophyllum_korolkowii,NM
Acanthophyllum_krascheninnikovii,NM
Acanthophyllum_squarrosum,AM
Acca_sellowiana,AM
Acer_barbinerve,EM
Acer_buergerianum,AM
Acer_cappadocicum,AM
Acer_caudatum_subukurundense,EM
Acer_coriaceifolium,AM
Acer_davidii,AM
Acer_elegantulum,AM
Acer_fabri,AM
Acer_glabrum,NM
Acer_henryi,AM
Acer_linganense,AM
Acer_mandshuricum,EM
Acer_miyabei_submiaotaiense,AM
Acer_monspessulanum,AM
Acer_negundo,AM
Acer_oblongum,AM
Acer_oliverianum,AM
Acer_palmatum,AM
Acer_pauciflorum,AM
Acer_pentapomicum,AM
Acer_platanoides_subturkestanicum,AM
Acer_rubrum,AM
Acer_saccharinum,AM
Acer_saccharum,AM
Acer_sino-oblongum,AM
Acer_sinopurpurascens,AM
Acer_spicatum,AM
Acer_tataricum,AM
Acer_tataricum_subginnala,AM
Acer_tataricum_subsemenovii,AM
"Achatocarpus
gracilis",EM
Achillea_alpina,NA
Achillea_clavennae,AM
Achillea_lanulosa,AM
Achillea_macrocephala,AM
Achillea_nobilis,AM
